genome_id,drug,label
573.13641,Ceftazidime,1
573.13641,Ciprofloxacin,1
573.13641,Gentamicin,0
573.13641,Meropenem,0
573.13642,Amikacin,0
573.13642,Ceftazidime,1
573.13642,Ciprofloxacin,0
573.13642,Gentamicin,0
573.13642,Meropenem,0
573.13643,Amikacin,0
573.13643,Ceftazidime,1
573.13643,Ciprofloxacin,1
573.13643,Gentamicin,0
573.13643,Meropenem,0
573.13644,Amikacin,0
573.13644,Ceftazidime,1
573.13644,Ciprofloxacin,1
573.13644,Gentamicin,0
573.13644,Meropenem,0
573.13645,Amikacin,0
573.13645,Ceftazidime,1
573.13645,Ciprofloxacin,1
573.13645,Gentamicin,0
573.13645,Meropenem,1
573.13646,Amikacin,0
573.13646,Ceftazidime,1
573.13646,Ciprofloxacin,1
573.13646,Gentamicin,0
573.13646,Meropenem,1
573.13647,Amikacin,0
573.13647,Ceftazidime,1
573.13647,Ciprofloxacin,1
573.13647,Gentamicin,0
573.13647,Meropenem,0
573.13648,Ceftazidime,1
573.13648,Ciprofloxacin,1
573.13648,Gentamicin,0
573.13648,Meropenem,0
573.13649,Amikacin,0
573.13649,Ceftazidime,1
573.13649,Ciprofloxacin,1
573.13649,Gentamicin,0
573.13649,Meropenem,0
573.13650,Amikacin,0
573.13650,Ceftazidime,1
573.13650,Ciprofloxacin,1
573.13650,Gentamicin,1
573.13650,Meropenem,0
573.13651,Amikacin,0
573.13651,Ciprofloxacin,0
573.13651,Gentamicin,0
573.13651,Meropenem,1
573.13652,Amikacin,0
573.13652,Ceftazidime,1
573.13652,Ciprofloxacin,1
573.13652,Meropenem,0
573.13653,Amikacin,1
573.13653,Ceftazidime,1
573.13653,Ciprofloxacin,1
573.13653,Gentamicin,0
573.13653,Meropenem,0
573.13654,Amikacin,0
573.13654,Ceftazidime,1
573.13654,Ciprofloxacin,1
573.13654,Gentamicin,0
573.13654,Meropenem,0
573.13655,Ceftazidime,1
573.13655,Ciprofloxacin,1
573.13655,Gentamicin,0
573.13655,Meropenem,1
573.13656,Amikacin,0
573.13656,Ceftazidime,1
573.13656,Ciprofloxacin,1
573.13656,Gentamicin,0
573.13656,Meropenem,0
573.13657,Ceftazidime,1
573.13657,Ciprofloxacin,1
573.13657,Gentamicin,0
573.13657,Meropenem,1
573.13658,Amikacin,0
573.13658,Ceftazidime,1
573.13658,Ciprofloxacin,1
573.13658,Meropenem,1
573.13659,Amikacin,0
573.13659,Ceftazidime,1
573.13659,Ciprofloxacin,1
573.13659,Gentamicin,0
573.13659,Meropenem,0
573.13660,Amikacin,0
573.13660,Ceftazidime,1
573.13660,Ciprofloxacin,0
573.13660,Gentamicin,0
573.13660,Meropenem,0
573.13661,Amikacin,0
573.13661,Ceftazidime,1
573.13661,Ciprofloxacin,1
573.13661,Gentamicin,1
573.13661,Meropenem,1
573.13662,Amikacin,0
573.13662,Ciprofloxacin,0
573.13662,Gentamicin,1
573.13662,Meropenem,0
573.13663,Amikacin,0
573.13663,Ceftazidime,1
573.13663,Ciprofloxacin,0
573.13663,Gentamicin,0
573.13663,Meropenem,0
573.13664,Amikacin,0
573.13664,Ciprofloxacin,0
573.13664,Gentamicin,0
573.13664,Meropenem,0
573.13665,Amikacin,0
573.13665,Ceftazidime,1
573.13665,Ciprofloxacin,1
573.13665,Gentamicin,1
573.13665,Meropenem,0
573.13666,Amikacin,0
573.13666,Ceftazidime,1
573.13666,Ciprofloxacin,1
573.13666,Gentamicin,0
573.13666,Meropenem,1
573.13667,Amikacin,0
573.13667,Ceftazidime,1
573.13667,Ciprofloxacin,1
573.13667,Gentamicin,0
573.13667,Meropenem,0
573.13668,Amikacin,0
573.13668,Ceftazidime,1
573.13668,Ciprofloxacin,1
573.13668,Gentamicin,1
573.13668,Meropenem,0
573.13669,Amikacin,0
573.13669,Ceftazidime,1
573.13669,Ciprofloxacin,1
573.13669,Gentamicin,1
573.13669,Meropenem,0
573.13670,Ceftazidime,1
573.13670,Ciprofloxacin,1
573.13670,Gentamicin,0
573.13670,Meropenem,1
573.13671,Amikacin,0
573.13671,Ceftazidime,1
573.13671,Ciprofloxacin,0
573.13671,Gentamicin,0
573.13671,Meropenem,0
573.13672,Amikacin,0
573.13672,Ceftazidime,1
573.13672,Ciprofloxacin,0
573.13672,Gentamicin,0
573.13672,Meropenem,0
573.13673,Amikacin,0
573.13673,Ceftazidime,1
573.13673,Ciprofloxacin,1
573.13673,Gentamicin,1
573.13673,Meropenem,0
573.13674,Amikacin,0
573.13674,Ceftazidime,1
573.13674,Ciprofloxacin,1
573.13674,Gentamicin,1
573.13674,Meropenem,0
573.13675,Amikacin,0
573.13675,Ceftazidime,1
573.13675,Ciprofloxacin,1
573.13675,Gentamicin,1
573.13675,Meropenem,0
573.13676,Ceftazidime,1
573.13676,Ciprofloxacin,1
573.13676,Gentamicin,0
573.13676,Meropenem,1
573.13677,Amikacin,0
573.13677,Ceftazidime,1
573.13677,Ciprofloxacin,1
573.13677,Gentamicin,0
573.13677,Meropenem,0
573.13678,Amikacin,0
573.13678,Ceftazidime,1
573.13678,Ciprofloxacin,1
573.13678,Gentamicin,1
573.13678,Meropenem,0
573.13679,Amikacin,0
573.13679,Ceftazidime,1
573.13679,Ciprofloxacin,1
573.13679,Gentamicin,0
573.13679,Meropenem,0
573.13680,Ceftazidime,1
573.13680,Ciprofloxacin,1
573.13680,Gentamicin,0
573.13680,Meropenem,1
573.13681,Amikacin,0
573.13681,Ceftazidime,1
573.13681,Ciprofloxacin,1
573.13681,Gentamicin,1
573.13681,Meropenem,0
573.13682,Amikacin,1
573.13682,Ceftazidime,1
573.13682,Ciprofloxacin,1
573.13682,Gentamicin,0
573.13682,Meropenem,0
573.13683,Amikacin,0
573.13683,Ceftazidime,1
573.13683,Ciprofloxacin,1
573.13683,Gentamicin,0
573.13683,Meropenem,0
573.13684,Amikacin,1
573.13684,Ceftazidime,1
573.13684,Ciprofloxacin,1
573.13684,Gentamicin,0
573.13684,Meropenem,0
573.13685,Amikacin,0
573.13685,Ceftazidime,1
573.13685,Ciprofloxacin,1
573.13685,Gentamicin,1
573.13685,Meropenem,1
573.13686,Amikacin,0
573.13686,Ceftazidime,1
573.13686,Ciprofloxacin,1
573.13686,Gentamicin,1
573.13686,Meropenem,1
573.13687,Amikacin,0
573.13687,Ceftazidime,1
573.13687,Ciprofloxacin,1
573.13687,Gentamicin,0
573.13687,Meropenem,0
573.13688,Amikacin,0
573.13688,Ceftazidime,1
573.13688,Ciprofloxacin,1
573.13688,Gentamicin,1
573.13688,Meropenem,0
573.13689,Amikacin,0
573.13689,Ceftazidime,1
573.13689,Ciprofloxacin,1
573.13689,Gentamicin,0
573.13689,Meropenem,1
573.13690,Ceftazidime,1
573.13690,Ciprofloxacin,1
573.13690,Gentamicin,0
573.13690,Meropenem,0
573.13691,Amikacin,0
573.13691,Ceftazidime,1
573.13691,Ciprofloxacin,1
573.13691,Gentamicin,0
573.13691,Meropenem,1
573.13692,Amikacin,0
573.13692,Ceftazidime,1
573.13692,Ciprofloxacin,1
573.13692,Gentamicin,0
573.13692,Meropenem,1
573.13693,Amikacin,0
573.13693,Ceftazidime,1
573.13693,Ciprofloxacin,1
573.13693,Meropenem,1
573.13694,Amikacin,0
573.13694,Ceftazidime,1
573.13694,Ciprofloxacin,1
573.13694,Gentamicin,0
573.13694,Meropenem,0
573.13695,Amikacin,0
573.13695,Ceftazidime,1
573.13695,Ciprofloxacin,1
573.13695,Gentamicin,0
573.13695,Meropenem,0
573.13696,Amikacin,0
573.13696,Ceftazidime,1
573.13696,Ciprofloxacin,1
573.13696,Gentamicin,0
573.13696,Meropenem,0
573.13697,Amikacin,0
573.13697,Ceftazidime,1
573.13697,Ciprofloxacin,1
573.13697,Gentamicin,1
573.13697,Meropenem,0
573.13698,Amikacin,0
573.13698,Ceftazidime,1
573.13698,Ciprofloxacin,1
573.13698,Gentamicin,0
573.13698,Meropenem,0
573.13699,Ceftazidime,1
573.13699,Ciprofloxacin,1
573.13699,Gentamicin,0
573.13699,Meropenem,0
573.13700,Amikacin,0
573.13700,Ceftazidime,1
573.13700,Ciprofloxacin,1
573.13700,Gentamicin,0
573.13700,Meropenem,0
573.13701,Amikacin,0
573.13701,Ceftazidime,1
573.13701,Ciprofloxacin,0
573.13701,Gentamicin,0
573.13701,Meropenem,0
573.13702,Amikacin,0
573.13702,Ceftazidime,1
573.13702,Ciprofloxacin,1
573.13702,Gentamicin,0
573.13702,Meropenem,0
573.13703,Amikacin,0
573.13703,Ceftazidime,1
573.13703,Gentamicin,0
573.13703,Meropenem,0
573.13704,Amikacin,0
573.13704,Ceftazidime,1
573.13704,Ciprofloxacin,1
573.13704,Meropenem,1
573.13705,Amikacin,0
573.13705,Ceftazidime,1
573.13705,Ciprofloxacin,0
573.13705,Gentamicin,0
573.13705,Meropenem,0
573.13706,Amikacin,0
573.13706,Ceftazidime,1
573.13706,Ciprofloxacin,1
573.13706,Gentamicin,1
573.13706,Meropenem,0
573.13707,Amikacin,1
573.13707,Ceftazidime,1
573.13707,Ciprofloxacin,1
573.13707,Gentamicin,1
573.13707,Meropenem,1
573.13708,Amikacin,0
573.13708,Ceftazidime,1
573.13708,Ciprofloxacin,1
573.13708,Gentamicin,1
573.13708,Meropenem,0
573.13709,Amikacin,0
573.13709,Ceftazidime,1
573.13709,Ciprofloxacin,1
573.13709,Gentamicin,1
573.13709,Meropenem,0
573.13710,Amikacin,0
573.13710,Ceftazidime,1
573.13710,Ciprofloxacin,1
573.13710,Gentamicin,1
573.13710,Meropenem,0
573.13711,Amikacin,0
573.13711,Ceftazidime,1
573.13711,Ciprofloxacin,1
573.13711,Gentamicin,1
573.13711,Meropenem,0
573.13712,Amikacin,0
573.13712,Ceftazidime,1
573.13712,Ciprofloxacin,1
573.13712,Gentamicin,1
573.13712,Meropenem,0
573.13713,Amikacin,0
573.13713,Ceftazidime,1
573.13713,Ciprofloxacin,1
573.13713,Gentamicin,0
573.13713,Meropenem,0
573.13714,Amikacin,0
573.13714,Ceftazidime,1
573.13714,Ciprofloxacin,1
573.13714,Gentamicin,1
573.13714,Meropenem,0
573.13715,Ceftazidime,1
573.13715,Ciprofloxacin,1
573.13715,Gentamicin,0
573.13715,Meropenem,1
573.13716,Amikacin,0
573.13716,Ceftazidime,1
573.13716,Ciprofloxacin,1
573.13716,Gentamicin,1
573.13716,Meropenem,0
573.13717,Amikacin,0
573.13717,Ceftazidime,1
573.13717,Ciprofloxacin,1
573.13717,Gentamicin,0
573.13717,Meropenem,0
573.13718,Amikacin,0
573.13718,Ceftazidime,1
573.13718,Ciprofloxacin,1
573.13718,Gentamicin,1
573.13718,Meropenem,0
573.13719,Amikacin,0
573.13719,Ceftazidime,1
573.13719,Ciprofloxacin,0
573.13719,Gentamicin,1
573.13719,Meropenem,0
573.13720,Amikacin,0
573.13720,Ceftazidime,1
573.13720,Ciprofloxacin,1
573.13720,Gentamicin,0
573.13720,Meropenem,0
573.13721,Ceftazidime,1
573.13721,Ciprofloxacin,1
573.13721,Gentamicin,0
573.13721,Meropenem,1
573.13722,Amikacin,0
573.13722,Ceftazidime,1
573.13722,Ciprofloxacin,1
573.13722,Gentamicin,0
573.13722,Meropenem,1
573.13723,Amikacin,0
573.13723,Ceftazidime,1
573.13723,Ciprofloxacin,1
573.13723,Gentamicin,0
573.13723,Meropenem,0
573.13724,Amikacin,0
573.13724,Ceftazidime,1
573.13724,Ciprofloxacin,1
573.13724,Gentamicin,0
573.13724,Meropenem,0
573.13725,Ceftazidime,1
573.13725,Ciprofloxacin,1
573.13725,Gentamicin,0
573.13725,Meropenem,1
573.13726,Amikacin,0
573.13726,Ceftazidime,1
573.13726,Ciprofloxacin,0
573.13726,Gentamicin,1
573.13726,Meropenem,0
573.13727,Amikacin,0
573.13727,Ceftazidime,1
573.13727,Ciprofloxacin,1
573.13727,Gentamicin,0
573.13727,Meropenem,0
573.13728,Amikacin,0
573.13728,Ceftazidime,1
573.13728,Ciprofloxacin,1
573.13728,Gentamicin,0
573.13728,Meropenem,0
573.13729,Amikacin,0
573.13729,Ceftazidime,1
573.13729,Ciprofloxacin,1
573.13729,Gentamicin,0
573.13729,Meropenem,0
573.13730,Amikacin,0
573.13730,Ceftazidime,1
573.13730,Ciprofloxacin,0
573.13730,Gentamicin,1
573.13730,Meropenem,0
573.13731,Amikacin,0
573.13731,Ceftazidime,1
573.13731,Ciprofloxacin,1
573.13731,Gentamicin,1
573.13731,Meropenem,1
573.13732,Amikacin,0
573.13732,Ciprofloxacin,0
573.13732,Gentamicin,0
573.13732,Meropenem,0
573.13733,Amikacin,0
573.13733,Ceftazidime,1
573.13733,Ciprofloxacin,1
573.13733,Gentamicin,0
573.13733,Meropenem,0
573.13734,Amikacin,0
573.13734,Ceftazidime,1
573.13734,Ciprofloxacin,1
573.13734,Gentamicin,1
573.13734,Meropenem,0
573.13735,Amikacin,0
573.13735,Ceftazidime,1
573.13735,Gentamicin,0
573.13735,Meropenem,0
573.13736,Amikacin,0
573.13736,Ceftazidime,0
573.13736,Ciprofloxacin,1
573.13736,Gentamicin,0
573.13736,Meropenem,0
573.13737,Amikacin,0
573.13737,Ceftazidime,1
573.13737,Ciprofloxacin,1
573.13737,Gentamicin,0
573.13737,Meropenem,0
573.13738,Amikacin,0
573.13738,Ceftazidime,1
573.13738,Ciprofloxacin,1
573.13738,Gentamicin,1
573.13738,Meropenem,0
573.13739,Amikacin,0
573.13739,Ciprofloxacin,0
573.13739,Gentamicin,0
573.13739,Meropenem,0
573.13740,Amikacin,0
573.13740,Ceftazidime,1
573.13740,Ciprofloxacin,1
573.13740,Gentamicin,0
573.13740,Meropenem,0
573.13741,Amikacin,0
573.13741,Ceftazidime,1
573.13741,Ciprofloxacin,1
573.13741,Gentamicin,1
573.13741,Meropenem,1
573.13742,Amikacin,0
573.13742,Ceftazidime,1
573.13742,Ciprofloxacin,1
573.13742,Gentamicin,0
573.13742,Meropenem,0
573.13743,Ceftazidime,1
573.13743,Ciprofloxacin,1
573.13743,Gentamicin,0
573.13743,Meropenem,0
573.13744,Amikacin,0
573.13744,Ceftazidime,1
573.13744,Ciprofloxacin,1
573.13744,Gentamicin,0
573.13744,Meropenem,0
573.13745,Amikacin,0
573.13745,Ceftazidime,1
573.13745,Ciprofloxacin,0
573.13745,Gentamicin,1
573.13745,Meropenem,0
573.13746,Amikacin,0
573.13746,Ceftazidime,1
573.13746,Ciprofloxacin,1
573.13746,Gentamicin,0
573.13746,Meropenem,1
573.13747,Amikacin,0
573.13747,Ciprofloxacin,1
573.13747,Gentamicin,1
573.13747,Meropenem,0
573.13748,Amikacin,0
573.13748,Ceftazidime,0
573.13748,Ciprofloxacin,0
573.13748,Gentamicin,0
573.13748,Meropenem,0
573.13749,Ceftazidime,1
573.13749,Ciprofloxacin,1
573.13749,Gentamicin,0
573.13749,Meropenem,0
573.13750,Amikacin,1
573.13750,Ceftazidime,1
573.13750,Ciprofloxacin,1
573.13750,Gentamicin,1
573.13750,Meropenem,0
573.13751,Amikacin,0
573.13751,Ceftazidime,1
573.13751,Ciprofloxacin,1
573.13751,Gentamicin,0
573.13751,Meropenem,1
573.13752,Amikacin,1
573.13752,Ceftazidime,1
573.13752,Ciprofloxacin,0
573.13752,Gentamicin,0
573.13752,Meropenem,0
573.13753,Amikacin,0
573.13753,Ceftazidime,1
573.13753,Ciprofloxacin,1
573.13753,Gentamicin,1
573.13754,Amikacin,0
573.13754,Ceftazidime,0
573.13754,Ciprofloxacin,1
573.13754,Gentamicin,0
573.13754,Meropenem,0
573.13755,Amikacin,0
573.13755,Ceftazidime,1
573.13755,Ciprofloxacin,1
573.13755,Gentamicin,1
573.13755,Meropenem,0
573.13756,Ceftazidime,1
573.13756,Ciprofloxacin,1
573.13756,Gentamicin,0
573.13756,Meropenem,0
573.13757,Amikacin,0
573.13757,Ceftazidime,1
573.13757,Ciprofloxacin,1
573.13757,Gentamicin,1
573.13757,Meropenem,0
573.13758,Amikacin,0
573.13758,Ceftazidime,1
573.13758,Ciprofloxacin,1
573.13758,Gentamicin,0
573.13758,Meropenem,0
573.13759,Ceftazidime,1
573.13759,Ciprofloxacin,1
573.13759,Gentamicin,0
573.13759,Meropenem,0
573.13760,Amikacin,0
573.13760,Ceftazidime,1
573.13760,Ciprofloxacin,1
573.13760,Gentamicin,1
573.13760,Meropenem,0
573.13761,Amikacin,0
573.13761,Ceftazidime,1
573.13761,Ciprofloxacin,1
573.13761,Gentamicin,1
573.13761,Meropenem,0
573.13762,Amikacin,0
573.13762,Ceftazidime,1
573.13762,Ciprofloxacin,1
573.13762,Gentamicin,0
573.13762,Meropenem,0
573.13763,Amikacin,0
573.13763,Ceftazidime,0
573.13763,Ciprofloxacin,0
573.13763,Gentamicin,0
573.13763,Meropenem,0
573.13764,Amikacin,0
573.13764,Ceftazidime,1
573.13764,Gentamicin,0
573.13764,Meropenem,0
573.13765,Ceftazidime,1
573.13765,Ciprofloxacin,1
573.13765,Gentamicin,0
573.13765,Meropenem,0
573.13766,Amikacin,0
573.13766,Ceftazidime,1
573.13766,Ciprofloxacin,1
573.13766,Gentamicin,1
573.13766,Meropenem,0
573.13767,Amikacin,0
573.13767,Ceftazidime,1
573.13767,Gentamicin,0
573.13767,Meropenem,0
573.13768,Amikacin,0
573.13768,Ciprofloxacin,1
573.13768,Gentamicin,0
573.13768,Meropenem,0
573.13769,Amikacin,0
573.13769,Ceftazidime,1
573.13769,Ciprofloxacin,1
573.13769,Gentamicin,0
573.13769,Meropenem,1
573.13770,Amikacin,0
573.13770,Ceftazidime,1
573.13770,Ciprofloxacin,1
573.13770,Gentamicin,0
573.13770,Meropenem,1
573.13771,Amikacin,0
573.13771,Ceftazidime,1
573.13771,Ciprofloxacin,1
573.13771,Gentamicin,0
573.13771,Meropenem,1
573.13772,Amikacin,0
573.13772,Ceftazidime,1
573.13772,Ciprofloxacin,1
573.13772,Gentamicin,0
573.13772,Meropenem,0
573.13773,Amikacin,0
573.13773,Ceftazidime,1
573.13773,Ciprofloxacin,1
573.13773,Gentamicin,0
573.13773,Meropenem,1
573.13774,Amikacin,0
573.13774,Ceftazidime,1
573.13774,Ciprofloxacin,1
573.13774,Gentamicin,1
573.13774,Meropenem,0
573.13775,Amikacin,0
573.13775,Ceftazidime,1
573.13775,Ciprofloxacin,1
573.13775,Gentamicin,0
573.13775,Meropenem,0
573.13777,Amikacin,0
573.13777,Ceftazidime,1
573.13777,Ciprofloxacin,1
573.13777,Gentamicin,1
573.13778,Ceftazidime,1
573.13778,Ciprofloxacin,1
573.13778,Gentamicin,0
573.13779,Amikacin,0
573.13779,Ceftazidime,1
573.13779,Ciprofloxacin,1
573.13779,Gentamicin,0
573.13779,Meropenem,0
573.13780,Amikacin,0
573.13780,Ceftazidime,1
573.13780,Ciprofloxacin,1
573.13780,Gentamicin,1
573.13780,Meropenem,0
573.13781,Ceftazidime,1
573.13781,Ciprofloxacin,1
573.13781,Gentamicin,0
573.13781,Meropenem,1
573.13782,Amikacin,0
573.13782,Ceftazidime,1
573.13782,Ciprofloxacin,1
573.13782,Gentamicin,0
573.13782,Meropenem,0
573.13783,Amikacin,0
573.13783,Ceftazidime,1
573.13783,Ciprofloxacin,1
573.13783,Gentamicin,0
573.13783,Meropenem,1
573.13784,Ceftazidime,1
573.13784,Ciprofloxacin,1
573.13784,Gentamicin,0
573.13784,Meropenem,1
573.13785,Amikacin,0
573.13785,Ceftazidime,1
573.13785,Ciprofloxacin,1
573.13785,Gentamicin,0
573.13785,Meropenem,0
573.13786,Amikacin,0
573.13786,Ceftazidime,1
573.13786,Ciprofloxacin,1
573.13786,Gentamicin,0
573.13786,Meropenem,0
573.13787,Amikacin,0
573.13787,Ceftazidime,1
573.13787,Ciprofloxacin,1
573.13787,Gentamicin,0
573.13787,Meropenem,0
573.13788,Amikacin,0
573.13788,Ceftazidime,1
573.13788,Ciprofloxacin,1
573.13788,Gentamicin,0
573.13788,Meropenem,1
573.13789,Amikacin,0
573.13789,Ceftazidime,1
573.13789,Ciprofloxacin,1
573.13789,Gentamicin,1
573.13790,Amikacin,0
573.13790,Ceftazidime,1
573.13790,Ciprofloxacin,1
573.13790,Gentamicin,0
573.13790,Meropenem,1
573.13791,Amikacin,0
573.13791,Ceftazidime,1
573.13791,Ciprofloxacin,1
573.13791,Gentamicin,1
573.13791,Meropenem,0
573.13792,Amikacin,0
573.13792,Ceftazidime,1
573.13792,Ciprofloxacin,1
573.13792,Gentamicin,1
573.13792,Meropenem,0
573.13793,Ceftazidime,1
573.13793,Ciprofloxacin,1
573.13793,Gentamicin,0
573.13793,Meropenem,1
573.13794,Amikacin,0
573.13794,Ceftazidime,1
573.13794,Ciprofloxacin,1
573.13794,Gentamicin,0
573.13794,Meropenem,0
573.13795,Amikacin,0
573.13795,Ceftazidime,1
573.13795,Ciprofloxacin,1
573.13795,Meropenem,0
573.13796,Ceftazidime,1
573.13796,Ciprofloxacin,1
573.13796,Gentamicin,0
573.13796,Meropenem,1
573.13797,Ceftazidime,1
573.13797,Ciprofloxacin,1
573.13797,Gentamicin,0
573.13797,Meropenem,1
573.13798,Ceftazidime,1
573.13798,Ciprofloxacin,1
573.13798,Gentamicin,0
573.13798,Meropenem,1
573.13799,Amikacin,0
573.13799,Ceftazidime,1
573.13799,Ciprofloxacin,1
573.13799,Gentamicin,1
573.13799,Meropenem,1
573.13800,Amikacin,0
573.13800,Ceftazidime,1
573.13800,Ciprofloxacin,1
573.13800,Gentamicin,0
573.13800,Meropenem,0
573.13801,Amikacin,0
573.13801,Ceftazidime,1
573.13801,Ciprofloxacin,0
573.13801,Gentamicin,1
573.13801,Meropenem,0
573.13802,Ceftazidime,1
573.13802,Ciprofloxacin,1
573.13802,Gentamicin,0
573.13802,Meropenem,0
573.13803,Ceftazidime,1
573.13803,Ciprofloxacin,1
573.13803,Gentamicin,0
573.13803,Meropenem,0
573.13804,Amikacin,0
573.13804,Ceftazidime,1
573.13804,Ciprofloxacin,1
573.13804,Gentamicin,1
573.13804,Meropenem,1
573.13805,Amikacin,0
573.13805,Ceftazidime,1
573.13805,Ciprofloxacin,1
573.13805,Gentamicin,0
573.13805,Meropenem,0
573.13806,Ceftazidime,1
573.13806,Ciprofloxacin,1
573.13806,Gentamicin,0
573.13806,Meropenem,0
573.13807,Amikacin,0
573.13807,Ceftazidime,1
573.13807,Ciprofloxacin,1
573.13807,Gentamicin,1
573.13807,Meropenem,1
573.13808,Ceftazidime,1
573.13808,Ciprofloxacin,1
573.13808,Gentamicin,0
573.13808,Meropenem,1
573.13809,Amikacin,0
573.13809,Ceftazidime,1
573.13809,Ciprofloxacin,1
573.13809,Gentamicin,1
573.13809,Meropenem,0
573.13810,Amikacin,0
573.13810,Ceftazidime,1
573.13810,Ciprofloxacin,1
573.13810,Gentamicin,1
573.13810,Meropenem,0
573.13811,Amikacin,0
573.13811,Ceftazidime,1
573.13811,Ciprofloxacin,1
573.13811,Gentamicin,1
573.13811,Meropenem,1
573.13812,Amikacin,0
573.13812,Ceftazidime,1
573.13812,Ciprofloxacin,1
573.13812,Gentamicin,1
573.13812,Meropenem,1
573.13813,Amikacin,0
573.13813,Ceftazidime,1
573.13813,Ciprofloxacin,1
573.13813,Gentamicin,1
573.13813,Meropenem,0
573.13814,Amikacin,0
573.13814,Ceftazidime,1
573.13814,Ciprofloxacin,1
573.13814,Gentamicin,1
573.13814,Meropenem,0
573.13815,Amikacin,0
573.13815,Ceftazidime,1
573.13815,Ciprofloxacin,1
573.13815,Gentamicin,0
573.13815,Meropenem,0
573.13816,Amikacin,0
573.13816,Ceftazidime,1
573.13816,Ciprofloxacin,1
573.13816,Gentamicin,1
573.13816,Meropenem,1
573.13817,Amikacin,0
573.13817,Ceftazidime,1
573.13817,Ciprofloxacin,1
573.13817,Gentamicin,0
573.13817,Meropenem,0
573.13818,Amikacin,0
573.13818,Ceftazidime,1
573.13818,Ciprofloxacin,1
573.13818,Gentamicin,0
573.13818,Meropenem,0
573.13819,Amikacin,0
573.13819,Ceftazidime,1
573.13819,Ciprofloxacin,1
573.13819,Gentamicin,1
573.13819,Meropenem,1
573.13820,Amikacin,0
573.13820,Ceftazidime,1
573.13820,Ciprofloxacin,1
573.13820,Gentamicin,0
573.13820,Meropenem,0
573.13821,Amikacin,0
573.13821,Ceftazidime,1
573.13821,Ciprofloxacin,1
573.13821,Gentamicin,0
573.13821,Meropenem,0
573.13822,Amikacin,0
573.13822,Ceftazidime,1
573.13822,Ciprofloxacin,1
573.13822,Gentamicin,0
573.13822,Meropenem,0
573.13823,Amikacin,0
573.13823,Ceftazidime,1
573.13823,Ciprofloxacin,1
573.13823,Gentamicin,0
573.13823,Meropenem,0
573.13824,Ceftazidime,1
573.13824,Ciprofloxacin,1
573.13824,Gentamicin,0
573.13824,Meropenem,0
573.13825,Amikacin,0
573.13825,Ceftazidime,1
573.13825,Ciprofloxacin,1
573.13825,Gentamicin,0
573.13825,Meropenem,0
573.13826,Amikacin,0
573.13826,Ceftazidime,1
573.13826,Ciprofloxacin,1
573.13826,Gentamicin,1
573.13826,Meropenem,0
573.13827,Amikacin,0
573.13827,Ceftazidime,1
573.13827,Ciprofloxacin,1
573.13827,Gentamicin,1
573.13827,Meropenem,0
573.13828,Amikacin,0
573.13828,Ceftazidime,1
573.13828,Ciprofloxacin,1
573.13828,Gentamicin,1
573.13828,Meropenem,0
573.13829,Ceftazidime,1
573.13829,Ciprofloxacin,1
573.13829,Gentamicin,0
573.13829,Meropenem,0
573.13830,Amikacin,0
573.13830,Ceftazidime,1
573.13830,Ciprofloxacin,1
573.13830,Gentamicin,1
573.13830,Meropenem,0
573.13831,Amikacin,0
573.13831,Ceftazidime,1
573.13831,Ciprofloxacin,1
573.13831,Gentamicin,1
573.13831,Meropenem,1
573.13832,Amikacin,0
573.13832,Ceftazidime,1
573.13832,Ciprofloxacin,1
573.13832,Gentamicin,0
573.13832,Meropenem,0
573.13833,Amikacin,0
573.13833,Ceftazidime,1
573.13833,Ciprofloxacin,1
573.13833,Gentamicin,1
573.13833,Meropenem,0
573.13834,Amikacin,0
573.13834,Ceftazidime,0
573.13834,Ciprofloxacin,0
573.13834,Gentamicin,0
573.13834,Meropenem,0
573.13835,Amikacin,0
573.13835,Ceftazidime,0
573.13835,Gentamicin,1
573.13835,Meropenem,0
573.13836,Amikacin,0
573.13836,Ceftazidime,1
573.13836,Ciprofloxacin,1
573.13836,Gentamicin,1
573.13836,Meropenem,1
573.13838,Ceftazidime,1
573.13838,Ciprofloxacin,1
573.13838,Gentamicin,0
573.13838,Meropenem,0
573.13839,Amikacin,0
573.13839,Ceftazidime,1
573.13839,Ciprofloxacin,1
573.13839,Gentamicin,0
573.13839,Meropenem,0
573.13840,Ceftazidime,1
573.13840,Ciprofloxacin,1
573.13840,Gentamicin,0
573.13840,Meropenem,0
573.13841,Amikacin,0
573.13841,Ceftazidime,1
573.13841,Ciprofloxacin,1
573.13841,Gentamicin,1
573.13841,Meropenem,0
573.13842,Amikacin,0
573.13842,Ceftazidime,1
573.13842,Ciprofloxacin,1
573.13842,Gentamicin,0
573.13842,Meropenem,1
573.13843,Amikacin,0
573.13843,Ceftazidime,1
573.13843,Gentamicin,0
573.13843,Meropenem,0
573.13844,Amikacin,0
573.13844,Ceftazidime,1
573.13844,Ciprofloxacin,0
573.13844,Gentamicin,0
573.13844,Meropenem,0
573.13845,Amikacin,0
573.13845,Ceftazidime,1
573.13845,Ciprofloxacin,0
573.13845,Gentamicin,0
573.13845,Meropenem,0
573.13846,Amikacin,0
573.13846,Ceftazidime,1
573.13846,Ciprofloxacin,1
573.13846,Gentamicin,0
573.13846,Meropenem,1
573.13847,Amikacin,0
573.13847,Ceftazidime,1
573.13847,Ciprofloxacin,1
